timestamp,elapsed_seconds,task_mode,active_app,window_title,idle_seconds
2026-05-02T17:55:45,220.07,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,1.28
2026-05-02T17:55:47,222.07,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.02
2026-05-02T17:55:49,224.07,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.03
2026-05-02T17:55:51,226.07,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,1.2
2026-05-02T17:55:53,228.07,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,3.2
2026-05-02T17:55:55,230.07,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.5
2026-05-02T17:55:57,232.07,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.02
2026-05-02T17:55:59,234.07,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.0
2026-05-02T17:56:01,236.07,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.02
2026-05-02T17:56:03,238.07,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.02
2026-05-02T17:56:05,240.07,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.0
2026-05-02T17:56:07,242.07,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.02
2026-05-02T17:56:09,244.07,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.02
2026-05-02T17:56:11,246.08,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.02
2026-05-02T17:56:13,248.08,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.02
2026-05-02T17:56:15,250.08,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.0
2026-05-02T17:56:17,252.08,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.03
2026-05-02T17:56:19,254.08,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.02
2026-05-02T17:56:21,256.08,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.02
2026-05-02T17:56:23,258.08,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.03
2026-05-02T17:56:25,260.08,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.02
2026-05-02T17:56:27,262.08,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.0
2026-05-02T17:56:29,264.08,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.02
2026-05-02T17:56:31,266.08,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.22
2026-05-02T17:56:33,268.08,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.45
2026-05-02T17:56:35,270.08,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.0
2026-05-02T17:56:37,272.08,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.02
2026-05-02T17:56:39,274.08,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.0
2026-05-02T17:56:41,276.08,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.0
2026-05-02T17:56:43,278.08,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.02
2026-05-02T17:56:45,280.09,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.02
2026-05-02T17:56:47,282.09,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.03
2026-05-02T17:56:49,284.09,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.02
2026-05-02T17:56:51,286.09,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.0
2026-05-02T17:56:53,288.09,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.02
2026-05-02T17:56:55,290.09,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.0
2026-05-02T17:56:57,292.09,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.03
2026-05-02T17:56:59,294.09,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.02
2026-05-02T17:57:01,296.09,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.0
2026-05-02T17:57:03,298.09,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.03
2026-05-02T17:57:05,300.09,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.02
2026-05-02T17:57:07,302.09,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.0
2026-05-02T17:57:09,304.09,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.02
2026-05-02T17:57:11,306.09,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.03
2026-05-02T17:57:13,308.09,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.03
2026-05-02T17:57:15,310.09,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.11
2026-05-02T17:57:17,312.09,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.01
2026-05-02T17:57:19,314.09,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.03
2026-05-02T17:57:21,316.1,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.01
2026-05-02T17:57:23,318.1,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.01
2026-05-02T17:57:25,320.1,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.03
2026-05-02T17:57:27,322.1,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.01
2026-05-02T17:57:29,324.1,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.81
2026-05-02T17:57:31,326.1,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,2.81
2026-05-02T17:57:33,328.1,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.03
2026-05-02T17:57:35,330.1,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.0
2026-05-02T17:57:37,332.1,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.01
2026-05-02T17:57:39,334.1,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.01
2026-05-02T17:57:41,336.1,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.03
2026-05-02T17:57:43,338.1,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.03
2026-05-02T17:57:45,340.1,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.0
2026-05-02T17:57:47,342.1,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.01
2026-05-02T17:57:49,344.1,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.01
2026-05-02T17:57:51,346.11,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.0
2026-05-02T17:57:53,348.11,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.01
2026-05-02T17:57:55,350.11,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.01
2026-05-02T17:57:57,352.11,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,0.83
2026-05-02T17:57:59,354.11,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,2.83
2026-05-02T17:58:01,356.11,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,4.83
2026-05-02T17:58:03,358.11,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,6.84
2026-05-02T17:58:05,360.11,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,8.84
2026-05-02T17:58:07,362.11,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,10.84
2026-05-02T17:58:09,364.11,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,12.84
2026-05-02T17:58:11,366.11,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,14.84
2026-05-02T17:58:13,368.11,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,16.84
2026-05-02T17:58:15,370.11,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,18.84
2026-05-02T17:58:17,372.11,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,20.84
2026-05-02T17:58:19,374.11,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,22.84
2026-05-02T17:58:21,376.11,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,24.84
2026-05-02T17:58:23,378.12,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,26.84
2026-05-02T17:58:25,380.12,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,28.84
2026-05-02T17:58:27,382.12,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,30.84
2026-05-02T17:58:29,384.12,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,32.84
2026-05-02T17:58:31,386.12,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,34.84
2026-05-02T17:58:33,388.12,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,36.84
2026-05-02T17:58:35,390.12,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,38.84
2026-05-02T17:58:37,392.12,writing,Browser,《388米趣味单 摸金币能换刀皮和砖皮？！》挑战花十万测评三角洲俱乐部第110期：8loop电竞_第一视角 - Google Chrome,40.84
